Month,Year,Municipality,Establishment Count,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
FEB,19,Abingdon,4,15,481159.07,449127.58,32031.49,128230,96198.54,32031.46,9609.49,8007.9,1601.59
FEB,19,Adams County,11,39,1414503.97,1305836.53,108667.44,424129,315461.3,108667.7,32600.56,27167.15,5433.41
FEB,19,Addieville,1,4,71655.58,66759.26,4896.32,26026,21129.68,4896.32,1468.89,1224.08,244.81
FEB,19,Addison,18,87,6554813.63,6019192.08,535621.55,2058772,1523151.06,535620.94,160687.16,133906,26781.16
FEB,19,Albany,2,8,112608.66,103545.77,9062.89,38725,29662.16,9062.84,2718.94,2265.79,453.15
FEB,19,Albers,1,3,87297.62,79037.73,8259.89,29626,21366.11,8259.89,2478.01,2065.01,413
FEB,19,Albion,3,10,117292.75,112206.23,5086.52,26206,21119.48,5086.52,1525.99,1271.66,254.33
FEB,19,Aledo,4,14,391530.72,358293.32,33237.4,104439,71201.54,33237.46,9971.34,8309.46,1661.88
FEB,19,Alexander County,3,12,381377.34,358106.19,23271.15,109049,85777.76,23271.24,6981.52,5817.94,1163.58
FEB,19,Alexis,1,4,82491.56,75270.1,7221.46,23828,16606.54,7221.46,2166.54,1805.45,361.09
FEB,19,Algonquin,15,69,2111701.61,1934959.99,176741.62,673035,496292.92,176742.08,53023.22,44186.02,8837.2
FEB,19,Alhambra,2,5,63967.03,57276.94,6690.09,22899,16208.91,6690.09,2007.09,1672.58,334.51
FEB,19,Alorton,2,10,1418850.08,1304024.12,114825.96,414780,299949.64,114830.36,34449.15,28707.62,5741.53
FEB,19,Alsey,1,4,17437.51,16118.13,1319.38,5246,3926.62,1319.38,395.82,329.85,65.97
FEB,19,Alsip,11,55,4770964.5,4399452.41,371512.09,1479223,1107736.98,371486.02,111446.42,92872.05,18574.37
FEB,19,Altamont,6,26,488054.36,445256.13,42798.23,140707,97909.42,42797.58,12839.52,10699.6,2139.92
FEB,19,Alton,31,135,6794574.11,6251672.86,542901.25,1990076,1447192.74,542883.26,162866.5,135722.13,27144.37
FEB,19,Altona,1,5,144781.84,132477.64,12304.2,45902,33597.85,12304.15,3691.26,3076.06,615.2
FEB,19,Amboy,6,28,840943.01,773535.46,67407.55,257259,189851.5,67407.5,20222.48,16852.08,3370.4
FEB,19,Andalusia,1,3,52902.57,48680.55,4222.02,17116,12893.98,4222.02,1266.62,1055.51,211.11
FEB,19,Anna,9,42,1079934.69,997785.92,82148.77,310535,228385.93,82149.07,24644.99,20537.49,4107.5
FEB,19,Annawan,3,15,578641.64,529388.17,49253.47,192851,143609.64,49241.36,14772.51,12310.43,2462.08
FEB,19,Antioch,13,59,4082026.28,3744211.49,337814.79,1299828,962019.37,337808.63,101343.15,84452.63,16890.52
FEB,19,Arcola,2,8,206569.17,192484.19,14084.98,61619,47534.02,14084.98,4225.56,3521.31,704.25
FEB,19,Arenzville,1,2,32668.18,30528.28,2139.9,13032,10892.1,2139.9,641.96,534.97,106.99
FEB,19,Argenta,2,10,198219.45,181792.66,16426.79,64950,48523.4,16426.6,4928.02,4106.68,821.34
FEB,19,Arlington,1,4,107608.63,98909.67,8698.96,33391,24692.04,8698.96,2609.73,2174.77,434.96
FEB,19,Aroma Park,4,15,358282.91,321525.07,36757.84,116620,79862.31,36757.69,11027.39,9189.5,1837.89
FEB,19,Arthur,2,10,394548.04,373696.25,20851.79,114669,93817.38,20851.62,6255.6,5213,1042.6
FEB,19,Ashkum,2,6,234495.7,213673.95,20821.75,79905,59052.78,20852.22,6255.71,5213.09,1042.62
FEB,19,Ashland,2,9,237084.32,219307.99,17776.33,71139,53363.17,17775.83,5332.86,4444.05,888.81
FEB,19,Ashley,3,15,504222.95,467479.04,36743.91,153330,116586.07,36743.93,11023.36,9186.15,1837.21
FEB,19,Ashmore,3,15,558686.11,515039.7,43646.41,152650,109003.86,43646.14,13093.92,10911.6,2182.32
FEB,19,Ashton,3,14,415431.26,384915.23,30516.03,122149,91633.3,30515.7,9154.84,7629.03,1525.81
FEB,19,Assumption,3,14,268283.42,249474.64,18808.78,85207,66398.05,18808.95,5642.79,4702.33,940.46
FEB,19,Astoria,1,3,52588.99,48481.88,4107.11,14812,10704.92,4107.08,1232.14,1026.78,205.36
FEB,19,Athens,4,19,650704.44,595612.21,55092.23,206302,151208.93,55093.07,16528.1,13773.41,2754.69
FEB,19,Atlanta,4,16,330825.22,297878.28,32946.94,98747,65800.09,32946.91,9884.14,8236.79,1647.35
FEB,19,Atwood,2,10,259543.97,236301.42,23242.55,74027,50784.45,23242.55,6972.92,5810.77,1162.15
FEB,19,Auburn,8,32,991354.6,901145.06,90209.54,305676,215466.67,90209.33,27063.14,22552.62,4510.52
FEB,19,Augusta,3,10,142804.48,128890.05,13914.43,44350,30435.61,13914.39,4174.34,3478.62,695.72
FEB,19,Aurora,31,142,8119163.28,7440792.09,678371.19,2457000,1778627.99,678372.01,203512.98,169594.17,33918.81
FEB,19,Ava,2,7,184737.48,172123.46,12614.02,48287,35672.91,12614.09,3784.19,3153.5,630.69
FEB,19,Aviston,3,9,181600.1,162001.39,19598.71,62785,43186.04,19598.96,5879.77,4899.81,979.96
FEB,19,Avon,1,4,126517.42,110766.3,15751.12,38137,22385.49,15751.51,4725.49,3937.91,787.58
FEB,19,Baldwin,2,5,105192.99,93045.37,12147.62,37879,25751.73,12127.27,3638.26,3031.89,606.37
FEB,19,Banner,2,8,184123.51,169931.68,14191.83,69348,55156.17,14191.83,4257.65,3548.04,709.61
FEB,19,Barry,5,22,623175.85,572161.66,51014.19,180446,129405.2,51040.8,15312.33,12760.28,2552.05
