Month,Year,Municipality,Establishment Count,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
OCT,19,Abingdon,4,16,552081.9,510855.2,41226.7,156140,114913.83,41226.17,13604.65,11543.33,2061.32
OCT,19,Adams County,12,46,1561509.81,1415769.63,145740.18,484200,338460.24,145739.76,48094.13,40807.16,7286.97
OCT,19,Addieville,1,4,90004.68,83951.98,6052.7,30330,24277.3,6052.7,1997.4,1694.76,302.64
OCT,19,Addison,21,102,7267155.68,6595049.34,672106.34,2318452,1646324.63,672127.37,221802.03,188195.68,33606.35
OCT,19,Albany,2,7,210438.88,190127.76,20311.12,79732,59421.04,20310.96,6702.61,5687.07,1015.54
OCT,19,Albers,1,4,107589.79,102456.58,5133.21,36608,31475.09,5132.91,1693.86,1437.21,256.65
OCT,19,Albion,4,17,209381.29,191633.72,17747.57,51853,34105.5,17747.5,5856.57,4969.22,887.35
OCT,19,Aledo,6,24,648435.81,593870.68,54565.13,196692,142126.99,54565.01,18006.46,15278.2,2728.26
OCT,19,Alexander County,3,13,394784.54,362688.85,32095.69,125286,93194.71,32091.29,10590.14,8985.57,1604.57
OCT,19,Alexis,2,7,110721.76,100349.92,10371.84,37538,27166.61,10371.39,3422.62,2904.04,518.58
OCT,19,Algonquin,16,74,2461457.66,2251016.41,210441.25,822449,612008.45,210440.55,69445.15,58923.16,10521.99
OCT,19,Alhambra,2,8,102007.72,94913.61,7094.11,34415,27320.89,7094.11,2341.07,1986.37,354.7
OCT,19,Alorton,2,10,1319921.7,1191633.4,128288.3,415601,287372.15,128228.85,42315.49,35904.04,6411.45
OCT,19,Alsey,1,5,195691.15,180683.41,15007.74,56744,41736.26,15007.74,4952.55,4202.16,750.39
OCT,19,Alsip,15,75,5858346.31,5346913.98,511432.33,1870678,1359225.46,511452.54,168779.43,143206.81,25572.62
OCT,19,Altamont,7,31,792879.39,739341.87,53537.52,219345,165807.48,53537.52,17667.29,14990.44,2676.85
OCT,19,Alto Pass,1,4,28140.97,26268.87,1872.1,8015,6142.75,1872.25,617.82,524.21,93.61
OCT,19,Alton,32,140,7360402.34,6739199.3,621203.04,2226548,1605345.82,621202.18,204996.67,173936.53,31060.14
OCT,19,Altona,1,5,266966.27,248957.32,18008.95,66102,48093.05,18008.95,5942.94,5042.49,900.45
OCT,19,Amboy,6,28,1089718.74,992256.85,97461.89,338958,241496,97462,32162.52,27289.4,4873.12
OCT,19,Andalusia,1,4,95118.9,87510.88,7608.02,24778,17169.98,7608.02,2510.64,2130.24,380.4
OCT,19,Andover,1,5,179195.32,166097.54,13097.78,52718,39621,13097,4321.97,3667.13,654.84
OCT,19,Anna,11,53,1938787.91,1787402.69,151385.22,546344,394959.07,151384.93,49957,42387.76,7569.24
OCT,19,Annawan,4,20,879442.05,805730.01,73712.04,284757,210320.22,74436.78,24564.12,20842.3,3721.82
OCT,19,Antioch,16,77,5926599.49,5413467.25,513132.24,1993219,1480086.84,513132.16,169333.79,143677.15,25656.64
OCT,19,Arcola,3,13,614020.82,573610.86,40409.96,192248,151837.94,40410.06,13335.22,11314.74,2020.48
OCT,19,Arenzville,1,2,32507.2,31927.38,579.82,6818,6238.23,579.77,191.29,162.31,28.98
OCT,19,Argenta,2,9,250929.28,230205.22,20724.06,75305,54581.09,20723.91,6838.95,5802.75,1036.2
OCT,19,Arlington,2,10,343882.73,322977.15,20905.58,109371,88465.67,20905.33,6898.72,5853.47,1045.25
OCT,19,Aroma Park,4,16,826231.62,767674.37,58557.25,261214,202656.75,58557.25,19323.89,16396.04,2927.85
OCT,19,Arthur,3,15,400947.87,372582.42,28365.45,135137,106771.02,28365.98,9360.76,7942.45,1418.31
OCT,19,Ashkum,2,8,210965.73,195532.74,15432.99,71109,55675.61,15433.39,5092.98,4321.32,771.66
OCT,19,Ashland,2,9,267223.99,241933.55,25290.44,80351,55060.32,25290.68,8345.99,7081.46,1264.53
OCT,19,Ashley,4,20,718954.98,669853.22,49101.76,191870,142768.05,49101.95,16203.56,13748.47,2455.09
OCT,19,Ashmore,3,15,570532.4,540467.26,30065.14,161628,131563.2,30064.8,9921.42,8418.17,1503.25
OCT,19,Ashton,3,15,403186.51,374448.9,28737.61,125922,97184.39,28737.61,9483.47,8046.59,1436.88
OCT,19,Assumption,4,20,364719.15,336772.41,27946.74,113787,85840.62,27946.38,9222.22,7824.91,1397.31
OCT,19,Astoria,1,3,55126.99,49841.46,5285.53,15127,9841.47,5285.53,1744.18,1479.91,264.27
OCT,19,Athens,4,20,611504.31,564774.3,46730.01,203173,156442.91,46730.09,15420.94,13084.43,2336.51
OCT,19,Atkinson,1,5,49463.86,43024.76,6439.1,21834,15394.9,6439.1,2124.9,1802.95,321.95
OCT,19,Atlanta,4,16,473333.75,443725.87,29607.88,125458,95850.12,29607.88,9770.61,8290.21,1480.4
OCT,19,Atwood,2,10,308483.63,288376.72,20106.91,80920,60813.43,20106.57,6635.19,5629.86,1005.33
OCT,19,Auburn,11,50,1506950.31,1393233.28,113717.03,457292,343153.84,114138.16,37665.39,31958.51,5706.88
OCT,19,Augusta,3,10,212407.61,194632.7,17774.91,64312,46537.53,17774.47,5865.49,4976.77,888.72
OCT,19,Aurora,31,147,9754715.7,8937229.78,817485.92,3078065,2260577.14,817487.86,269770.62,228896.29,40874.33
OCT,19,Ava,2,7,162180.52,150658.66,11521.86,38290,26768.14,11521.86,3802.25,3226.16,576.09
OCT,19,Aviston,3,10,244586.23,224937.15,19649.08,78878,59228.98,19649.02,6484.17,5501.71,982.46
OCT,19,Avon,2,9,202230.75,182850.61,19380.14,68614,49233.72,19380.28,6395.44,5426.43,969.01
OCT,19,Baldwin,1,3,49556.08,46007.3,3548.78,16130,12581.22,3548.78,1171.09,993.65,177.44
OCT,19,Banner,2,8,261628.38,242722.18,18906.2,91458,72551.42,18906.58,6239.2,5293.87,945.33
OCT,19,Barry,6,27,862274.9,783165.48,79109.42,285602,206505.6,79096.4,26101.79,22146.97,3954.82
OCT,19,Bartelso,5,17,324628.99,297897.45,26731.54,117828,91096.92,26731.08,8821.22,7484.67,1336.55
OCT,19,Bartlett,16,74,5173291.55,4774848.64,398442.91,1609514,1211070.99,398443.01,131486.26,111564.11,19922.15
OCT,19,Bartonville,15,73,3259947.42,3023774.3,236173.12,1002553,766379.46,236173.54,77937.14,66128.49,11808.65
OCT,19,Basco,1,3,142838.59,132230.26,10608.33,45542,34933.67,10608.33,3500.72,2970.31,530.41
OCT,19,Batavia,6,30,1649249.08,1522751.08,126498,527066,400548.03,126517.97,41750.98,35425.07,6325.91
OCT,19,Batchtown,1,5,133707.6,120430.33,13277.27,37512,24234.73,13277.27,4381.48,3717.62,663.86
OCT,19,Bath,3,10,141316.07,126352.63,14963.44,51716,36752.64,14963.36,4937.87,4189.71,748.16
OCT,19,Bay View Gardens,1,5,85349.99,78806.11,6543.88,29165,22621.12,6543.88,2159.43,1832.24,327.19
OCT,19,Beach Park,4,20,1561262.73,1429882.89,131379.84,553114,421691.97,131422.03,43369.36,36798.25,6571.11
OCT,19,Beardstown,12,54,2107228.16,1932481.66,174746.5,626960,452209.97,174750.03,57667.21,48929.78,8737.43
OCT,19,Beaverville,1,5,201104.42,185770.58,15333.84,57103,41768.73,15334.27,5060.35,4293.63,766.72
OCT,19,Beckemeyer,2,10,753407.14,699205.35,54201.79,236239,182036.81,54202.19,17886.68,15176.57,2710.11
OCT,19,Bedford Park,8,39,4242504.71,3868415.78,374088.93,1415446,1041190.96,374255.04,123504.2,104791.45,18712.75
OCT,19,Beecher,9,40,1394772.79,1287768.21,107004.58,471623,364610.79,107012.21,35313.76,29963.21,5350.55
OCT,19,Belgium,2,9,418688.43,390523.72,28164.71,136708,108543.29,28164.71,9294.33,7886.11,1408.22
OCT,19,Belleville,34,156,6328071.11,5822906.67,505164.44,2079428,1574262.95,505165.05,166704.32,141446.13,25258.19
OCT,19,Bellevue,4,20,698228.06,640374.63,57853.43,236009,178156.41,57852.59,19091.45,16198.8,2892.65
OCT,19,Bellwood,2,8,301132.4,275723.93,25408.47,104371,78962.5,25408.5,8384.75,7114.34,1270.41
OCT,19,Belvidere,29,142,7697156.93,7024680.89,672476.04,2527379,1854896.23,672482.77,221919.22,188295.09,33624.13
OCT,19,Bement,4,18,448221.58,411394.41,36827.17,143146,106318.29,36827.71,12153.19,10311.79,1841.4
OCT,19,Benld,4,19,359355.07,323722.35,35632.72,139386,103753.17,35632.83,11758.68,9977.05,1781.63
OCT,19,Bensenville,7,35,2705397.43,2495246.24,210151.19,847712,637556.89,210155.11,69351.18,58843.45,10507.73
OCT,19,Benson,1,4,111933.79,106948.85,4984.94,36753,31767.76,4985.24,1645.14,1395.88,249.26
OCT,19,Benton,13,61,1709945.9,1560432.38,149513.52,531563,382049.04,149513.96,49339.36,41863.69,7475.67
OCT,19,Berkeley,6,30,2206218.47,2020634.81,185583.66,713292,527709.32,185582.68,61242.29,51963.15,9279.14
OCT,19,Berwyn,57,267,14402712.79,13169782.39,1232930.4,4900982,3668046.12,1232935.88,406868.79,345222.01,61646.78
OCT,19,Bethalto,5,24,873419.81,783858.73,89561.08,289117,199555.91,89561.09,29555.21,25077.15,4478.06
OCT,19,Bethany,2,9,136316.86,122980.24,13336.62,48602,35265.43,13336.57,4401.08,3734.25,666.83
OCT,19,Big Rock,1,4,92585.76,85121.24,7464.52,32064,24604.52,7459.48,2461.62,2088.65,372.97
OCT,19,Bishop Hill,1,3,71238.09,63933.19,7304.9,22319,15014.25,7304.75,2410.55,2045.32,365.23
OCT,19,Blandinsville,3,9,241830.81,228240.8,13590.01,68084,54493.9,13590.1,4484.69,3805.2,679.49
OCT,19,Bloomingdale,6,26,1458267.91,1358971.65,99296.26,486924,387547.06,99376.94,32794.29,27825.46,4968.83
OCT,19,Bloomington,53,246,16647197.99,15266015.2,1381182.79,5350677,3969426.83,1381250.17,455812.76,386750.26,69062.5
OCT,19,Blue Island,30,143,7334242.7,6717044.41,617198.29,2539971,1922717.62,617253.38,203693.51,172830.84,30862.67
OCT,19,Blue Mound,2,10,280594.99,253731.85,26863.14,105715,78851.71,26863.29,8864.8,7521.65,1343.15
OCT,19,Bluffs,1,5,290467.44,262400.01,28067.43,91581,63513.57,28067.43,9262.22,7858.86,1403.36
OCT,19,Bond County,2,8,72825.44,67954.9,4870.54,25809,20938.38,4870.62,1607.33,1363.8,243.53
OCT,19,Boone County,7,31,1254043.6,1140916.14,113127.46,399929,286823.12,113105.88,37324.95,31669.66,5655.29
OCT,19,Bourbonnais,5,23,1007946.27,931713.3,76232.97,410856,334623.76,76232.24,25156.65,21345.06,3811.59
OCT,19,Bowen,2,7,91498.1,86136.25,5361.85,28093,22731.4,5361.6,1769.39,1501.3,268.09
OCT,19,Braceville,1,5,203973.37,184389.85,19583.52,59956,40372.52,19583.48,6462.49,5483.33,979.16
OCT,19,Bradford,3,12,224680.99,206295.6,18385.39,81433,63047.65,18385.35,6067.1,5147.83,919.27
OCT,19,Bradley,20,93,5751406.55,5231066.1,520340.45,1928752,1408411.21,520340.79,171712.88,145695.78,26017.1
OCT,19,Braidwood,5,24,891189.55,814949.7,76239.85,285842,209601.96,76240.04,25159.15,21347.15,3812
OCT,19,Breese,11,47,1364571.76,1259029.47,105542.29,451586,346043.33,105542.67,34828.99,29551.88,5277.11
OCT,19,Bridgeport,6,24,429995.79,401856.25,28139.54,124549,96409.81,28139.19,9285.8,7878.87,1406.93
OCT,19,Bridgeview,26,128,8494221.91,7744862.35,749359.56,2741059,1991663.33,749395.67,247300.75,209830.96,37469.79
OCT,19,Brighton,1,4,191462.07,176563.89,14898.18,56512,41613.77,14898.23,4916.49,4171.57,744.92
OCT,19,Brimfield,3,15,435171.56,392873.28,42298.28,167650,125351.91,42298.09,13958.33,11843.43,2114.9
OCT,19,Broadlands,1,5,158332.17,146538.18,11793.99,54503,42709.07,11793.93,3892.04,3302.34,589.7
OCT,19,Broadview,5,24,1679237.04,1519110.63,160126.41,590673,430546.58,160126.42,52841.76,44835.43,8006.33
OCT,19,Brocton,1,5,58478.48,52688.58,5789.9,19601,13811.1,5789.9,1910.74,1621.24,289.5
OCT,19,Brookfield,13,64,3116641.34,2848543.86,268097.48,1104169,836068.51,268100.49,88473.14,75068.13,13405.01
OCT,19,Brookport,1,4,220382.29,202018.78,18363.51,57677,39313.83,18363.17,6059.85,5141.69,918.16
OCT,19,Brown County,1,2,1765.72,1377.97,387.75,626,238.34,387.66,127.92,108.54,19.38
OCT,19,Brussels,2,6,67753.04,59692.57,8060.47,26176,18115.53,8060.47,2659.9,2256.89,403.01
OCT,19,Bryant,1,4,56580.23,53110.83,3469.4,19840,16370.6,3469.4,1144.93,971.45,173.48
OCT,19,Buckley,3,15,423096.98,391240.38,31856.6,131719,99862.25,31856.75,10512.72,8919.89,1592.83
OCT,19,Buckner,2,9,192590.84,174892.71,17698.13,59738,42039.6,17698.4,5840.47,4955.55,884.92
OCT,19,Buffalo,1,3,87128.63,79285.85,7842.78,26009,18165.89,7843.11,2588.19,2196.04,392.15
OCT,19,Buffalo Grove,9,45,2015315.63,1856178.31,159137.32,648031,488893.45,159137.55,52515.17,44558.35,7956.82
OCT,19,Bull Valley,1,4,13434.15,13369.84,64.31,6617,6552.69,64.31,21.23,18.01,3.22
OCT,19,Bulpitt,2,10,472052.87,440046.74,32006.13,140861,108854.87,32006.13,10561.96,8961.65,1600.31
OCT,19,Buncombe,2,8,294389.4,272937.24,21452.16,71683,50230.83,21452.17,7079.22,6006.61,1072.61
OCT,19,Bunker Hill,3,15,491462.69,453051.85,38410.84,150932,112520.76,38411.24,12675.68,10755.11,1920.57
OCT,19,Burbank,23,114,9489499.59,8760743.59,728756,3117675,2388825.11,728849.89,240520.68,204078.14,36442.54
OCT,19,Bureau,1,5,103602.77,97078.19,6524.58,35283,28758.42,6524.58,2153.06,1826.84,326.22
OCT,19,Bureau County,3,12,105897.82,96235.17,9662.65,38353,28690.35,9662.65,3188.64,2705.51,483.13
OCT,19,Burlington,1,5,157159.62,145324.41,11835.21,55260,43424.79,11835.21,3905.61,3313.85,591.76
OCT,19,Burnham,3,15,1020647.72,950733.34,69914.38,393657,323742.57,69914.43,23071.82,19576.1,3495.72
OCT,19,Bushnell,5,20,511189.23,476732.05,34457.18,164675,130217.83,34457.17,11370.75,9647.91,1722.84
OCT,19,Byron,9,41,1443244.26,1305187.07,138057.19,503385,365327.59,138057.41,45558.88,38656.03,6902.85
OCT,19,Cabery,1,4,42942.02,37297.81,5644.21,16666,11021.61,5644.39,1862.6,1580.39,282.21
OCT,19,Cahokia,16,71,2087914.12,1906672.32,181241.8,662586,481344.94,181241.06,59809.64,50747.58,9062.06
OCT,19,Cairo,4,17,748077.72,679764.62,68313.1,260644,192331.48,68312.52,22543.12,19127.49,3415.63
OCT,19,Calhoun County,4,17,321498.87,297814.46,23684.41,102637,78938.44,23698.56,7820.54,6635.61,1184.93
OCT,19,Calumet City,19,86,5798106.77,5329626.73,468480.04,2017187,1548720.7,468466.3,154593.86,131170.54,23423.32
OCT,19,Calumet Park,10,47,4503867.75,4126152.49,377715.26,1637899,1260163.96,377735.04,124652.62,105765.86,18886.76
OCT,19,Cambridge,3,11,235277.93,213238.33,22039.6,71865,49817.4,22047.6,7275.72,6173.34,1102.38
OCT,19,Camp Point,2,7,116094.23,107643.31,8450.92,34546,26095.33,8450.67,2788.67,2366.14,422.53
OCT,19,Campbell Hill,2,8,344386.05,320366.36,24019.69,103300,79280.3,24019.7,7926.5,6725.52,1200.98
OCT,19,Campus,1,3,68099.35,63165.37,4933.98,21046,16112.02,4933.98,1628.22,1381.52,246.7
OCT,19,Canton,10,49,2700511.63,2481595.11,218916.52,829322,610405.2,218916.8,72242.47,61296.66,10945.81
OCT,19,Cantrall,1,3,99085.9,90573.76,8512.14,25724,17212.17,8511.83,2808.88,2383.3,425.58
OCT,19,Capron,2,10,271926.99,254983.44,16943.55,88286,71342.45,16943.55,5591.36,4744.18,847.18
OCT,19,Carbon Cliff,2,10,245448.62,220883.73,24564.89,78974,54409.11,24564.89,8106.42,6878.17,1228.25
OCT,19,Carbon Hill,2,9,334641.82,311906.76,22735.06,99762,77026.86,22735.14,7502.56,6365.8,1136.76
OCT,19,Carbondale,22,101,5512115.21,5115681.53,396433.68,1762508,1365954.64,396553.36,130862.52,111034.86,19827.66
