Month,Year,Municipality,Establishment Count,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
NOV,18,Abingdon,4,17,582026.95,545155.65,36871.3,150425,113553.86,36871.14,11061.39,9217.83,1843.56
NOV,18,Adams County,12,42,1354690.56,1242573.77,112116.79,401291,289170.73,112120.27,33636.31,28030.28,5606.03
NOV,18,Addieville,1,5,59278.33,57296.68,1981.65,20044,18062.25,1981.75,594.55,495.46,99.09
NOV,18,Addison,20,95,6792851.16,6147894.28,644956.88,2158294,1513275.06,645018.94,193506.74,161255.65,32251.09
NOV,18,Albany,2,8,137628.11,125681.97,11946.14,47581,35635.21,11945.79,3583.83,2986.52,597.31
NOV,18,Albers,1,4,133865.68,119644.98,14220.7,53107,38886.23,14220.77,4266.23,3555.2,711.03
NOV,18,Albion,4,16,321147.9,294778.4,26369.5,74594,48224.5,26369.5,7910.97,6592.48,1318.49
NOV,18,Aledo,6,24,587619.65,545266.11,42353.54,164626,122272.31,42353.69,12706.37,10588.66,2117.71
NOV,18,Alexander County,2,8,191520.72,177617.38,13903.34,60194,46290.66,13903.34,4171.11,3475.92,695.19
NOV,18,Alexis,1,3,88743.34,82857.11,5886.23,28271,22384.76,5886.24,1765.94,1471.62,294.32
NOV,18,Algonquin,15,67,2123525.17,1941514.69,182010.48,711396,529386.35,182009.65,54603.38,45502.84,9100.54
NOV,18,Alhambra,2,5,54113.71,49809.72,4303.99,19038,14734.01,4303.99,1291.24,1076.03,215.21
NOV,18,Alorton,2,10,1504442.21,1381281.5,123160.71,477122,354122.52,122999.48,36899.97,30749.97,6150
NOV,18,Alsey,2,9,270834.6,249723.41,21111.19,84893,63781.56,21111.44,6333.53,5277.95,1055.58
NOV,18,Alsip,13,65,5032019.03,4603304.57,428714.46,1584466,1155697.61,428768.39,128631.33,107192.79,21438.54
NOV,18,Altamont,7,31,833194.45,773941.84,59252.61,217299,158046.44,59252.56,17776.02,14813.36,2962.66
NOV,18,Alto Pass,1,4,4423.63,3998.19,425.44,1243,817.42,425.58,127.69,106.41,21.28
NOV,18,Alton,33,142,6751958.55,6211679.17,540279.38,2073154,1532847.24,540306.76,162093.84,135078.23,27015.61
NOV,18,Altona,1,5,118334.94,112153.32,6181.62,36769,30587.38,6181.62,1854.56,1545.47,309.09
NOV,18,Amboy,6,28,1017555.5,942169.62,75385.88,300858,225472.23,75385.77,22615.89,18846.57,3769.32
NOV,18,Andalusia,1,4,68245.98,64035.85,4210.13,17662,13450.87,4211.13,1263.4,1052.83,210.57
NOV,18,Andover,1,5,120844.54,111919.81,8924.73,40434,31509.17,8924.83,2677.46,2231.21,446.25
NOV,18,Anna,10,47,1324178.79,1216460.04,107718.75,393222,285503.05,107718.95,32315.93,26929.98,5385.95
NOV,18,Annawan,4,20,881061.11,807115.31,73945.8,275003,200837.03,74165.97,22249.99,18541.67,3708.32
NOV,18,Antioch,13,63,4596921.93,4224086.88,372835.05,1496118,1123281.74,372836.26,111851.4,93209.54,18641.86
NOV,18,Arcola,3,13,571535.8,518840.55,52695.25,182113,129417.53,52695.47,15808.79,13174,2634.79
NOV,18,Arenzville,1,2,29720.85,27427.77,2293.08,10167,7873.92,2293.08,687.96,573.3,114.66
NOV,18,Argenta,2,10,281706.93,264481.25,17225.68,92662,75436.52,17225.48,5167.73,4306.44,861.29
NOV,18,Arlington,2,10,282810.45,253086.13,29724.32,93144,63419.87,29724.13,8917.32,7431.1,1486.22
NOV,18,Aroma Park,4,15,639181.09,588101.5,51079.59,212613,161533.62,51079.38,15323.92,12769.95,2553.97
NOV,18,Arthur,3,14,393843.69,358367.15,35476.54,137739,102262.35,35476.65,10643.15,8869.3,1773.85
NOV,18,Ashkum,2,6,208773.55,196646.21,12127.34,65583,53455.53,12127.47,3638.23,3031.86,606.37
NOV,18,Ashland,2,9,223566.2,202943.41,20622.79,70245,49621.01,20623.99,6187.28,5156.08,1031.2
NOV,18,Ashley,4,20,559761.13,507081.87,52679.26,178443,125763.41,52679.59,15803.99,13170,2633.99
NOV,18,Ashmore,3,15,595700.84,552943.07,42757.77,164152,121394.23,42757.77,12827.45,10689.54,2137.91
NOV,18,Ashton,3,15,421285.45,388100.32,33185.13,134871,101685.72,33185.28,9955.74,8296.45,1659.29
NOV,18,Assumption,4,19,314345.22,289861,24484.22,90041,65556.81,24484.19,7345.44,6121.21,1224.23
NOV,18,Astoria,1,3,66127.85,58019.33,8108.52,19292,11183.62,8108.38,2432.54,2027.12,405.42
NOV,18,Athens,4,20,700750.14,640442.3,60307.84,229252,168944.16,60307.84,18092.52,15077.11,3015.41
NOV,18,Atlanta,4,15,274589.24,245147.38,29441.86,87823,58381.14,29441.86,8832.74,7360.61,1472.13
NOV,18,Atwood,2,10,383781.96,354307.14,29474.82,102139,72664.15,29474.85,8842.59,7368.83,1473.76
NOV,18,Auburn,8,32,1060241,977167.84,83073.16,325982,242908.18,83073.82,24922.4,20768.66,4153.74
NOV,18,Augusta,3,10,261308.46,237946.9,23361.56,69060,45698.4,23361.6,7008.61,5840.52,1168.09
NOV,18,Aurora,31,142,8891080.49,8177081.15,713999.34,2745017,2030979.99,714037.01,214212.2,178510.22,35701.98
NOV,18,Ava,2,7,165918.8,152517.22,13401.58,44348,30946.76,13401.24,4020.4,3350.34,670.06
NOV,18,Aviston,3,9,162316.89,145830.63,16486.26,50879,34392.58,16486.42,4945.94,4121.61,824.33
NOV,18,Avon,2,9,297573.87,273208.43,24365.44,87500,63134.56,24365.44,7309.74,6091.46,1218.28
NOV,18,Baldwin,2,5,70814.77,64578.35,6236.42,26538,20301.58,6236.42,1870.97,1559.14,311.83
NOV,18,Banner,2,8,250686.65,238534.94,12151.71,86522,74370.3,12151.7,3645.57,3037.98,607.59
NOV,18,Barry,5,22,603665.14,559528.58,44136.56,193535,149398.28,44136.72,13241.19,11034.34,2206.85
NOV,18,Bartelso,4,11,172007.73,157805.93,14201.8,58463,44240.6,14222.4,4266.76,3555.64,711.12
